run,variant,pinata_account,fl_round,block_type,expected_pin,pin_status,tx_hash,basescan_url,ipfs_hash,pinata_account_actual,date_pinned
baseline_20260626_123903,baseline,1,5,GLOBAL,round_5_global_metrics,success,0x9c58fdff8ef4361972cc4784474656028ff47ab8dbd147227dac9cbe8c48860a,https://basescan.org/tx/0x9c58fdff8ef4361972cc4784474656028ff47ab8dbd147227dac9cbe8c48860a,QmcaHdd2LWrHLetT9efMQbRy8rG7QeY4Pv1Z9daSjrR8jg,account_1,2026-06-26T08:03:53
baseline_20260626_123903,baseline,1,6,LOCAL,round_6_local,success,0x91a40335c0be23af27ea9529010e93b654a7c5d10ecd2f4a0fa11838a25624e1,https://basescan.org/tx/0x91a40335c0be23af27ea9529010e93b654a7c5d10ecd2f4a0fa11838a25624e1,QmajtGNGYnrhett8MxsLAeFonojv4s5en6KTE6iv3hT92u,account_1,2026-06-26T08:07:56
baseline_20260626_123903,baseline,1,6,VOTE,round_6_votes,success,0xe0e947a44cc0f300b4cae1aceac600d0dd103c09b88159586c27de7c1fea06e9,https://basescan.org/tx/0xe0e947a44cc0f300b4cae1aceac600d0dd103c09b88159586c27de7c1fea06e9,QmZcF8jsyj7UwwyfdXjJrJ5XjojzcVBg4gApHSURzPgSjs,account_1,2026-06-26T08:07:59
baseline_20260626_123903,baseline,1,6,GLOBAL,round_6_global_model,success,0xebaac56f26a2806a88602ec267b9e52afac3a6e1a063ba178f936300daeaf8d8,https://basescan.org/tx/0xebaac56f26a2806a88602ec267b9e52afac3a6e1a063ba178f936300daeaf8d8,QmcMeEF2AAQge8gt4dzeWa3KRKwwhsuwEYFHvMHvA7Hmmm,account_1,2026-06-26T08:09:13
baseline_20260626_123903,baseline,1,6,GLOBAL,round_6_global_metrics,success,0xebaac56f26a2806a88602ec267b9e52afac3a6e1a063ba178f936300daeaf8d8,https://basescan.org/tx/0xebaac56f26a2806a88602ec267b9e52afac3a6e1a063ba178f936300daeaf8d8,Qmf7hHP37pVP5q8tAqcfYS8E5Roey8taDev9Wo3tW6hndo,account_1,2026-06-26T08:09:16
baseline_20260626_123903,baseline,1,7,LOCAL,round_7_local,success,0x0a6d8fba3dcc24eb0f9183e5efdebe0de18ed4cb69c2f096412ad51d0b1d8bba,https://basescan.org/tx/0x0a6d8fba3dcc24eb0f9183e5efdebe0de18ed4cb69c2f096412ad51d0b1d8bba,QmRxpKyPoyQFt6yos1vqNhAuQgoPgHykkkQfJrpaGieQAk,account_1,2026-06-26T08:13:06
baseline_20260626_123903,baseline,1,7,VOTE,round_7_votes,success,0xa23f4535b47e0acc6c51ec7117b4d10c16a694cb7e6a3c4a799e28fdffd9a813,https://basescan.org/tx/0xa23f4535b47e0acc6c51ec7117b4d10c16a694cb7e6a3c4a799e28fdffd9a813,QmPZbXAow3S5QBzAygvGpTZs1UyGkHkXAW98QpJs8mDu7B,account_1,2026-06-26T08:13:18
baseline_20260626_123903,baseline,1,7,GLOBAL,round_7_global_model,success,0x105227ac2dc47ce0e8f36c82545b18942a066f0a5ce74ffe9bad5857812fad66,https://basescan.org/tx/0x105227ac2dc47ce0e8f36c82545b18942a066f0a5ce74ffe9bad5857812fad66,QmWfMv9nmLiGbHFDkQJZqb7aDTAQQDzcG3CuWx9kHu9vxd,account_1,2026-06-26T08:14:46
baseline_20260626_123903,baseline,1,7,GLOBAL,round_7_global_metrics,success,0x105227ac2dc47ce0e8f36c82545b18942a066f0a5ce74ffe9bad5857812fad66,https://basescan.org/tx/0x105227ac2dc47ce0e8f36c82545b18942a066f0a5ce74ffe9bad5857812fad66,QmNq6C57rn6VpszpkfpiHF9GjMkp2ESCEvRV7xwTjyS7S2,account_1,2026-06-26T08:14:49
baseline_20260626_123903,baseline,1,8,LOCAL,round_8_local,success,0xcc6e46cddfe9abd8c3bd4f5e3a882f01eaabea94be12e04fc2cbb9a7127f458d,https://basescan.org/tx/0xcc6e46cddfe9abd8c3bd4f5e3a882f01eaabea94be12e04fc2cbb9a7127f458d,QmaTzkWX9joNamQbY4YyNh7HPyfddWQXGga7m2EogMsk9k,account_1,2026-06-26T08:18:34
baseline_20260626_123903,baseline,1,8,VOTE,round_8_votes,success,0x977637823506dfef2496c573239c59cc3d1b5a4339be546f4f2947e683663762,https://basescan.org/tx/0x977637823506dfef2496c573239c59cc3d1b5a4339be546f4f2947e683663762,Qme3ZnrmPJCQmQtM8H5gksGHASxFqJJ5FhJb7tp33QTLKM,account_1,2026-06-26T08:18:37
baseline_20260626_123903,baseline,1,8,GLOBAL,round_8_global_model,success,0x466c2aed55e6ba631155c44b8d356a523fdb8d5231e772e8c821a3175a2a4fa6,https://basescan.org/tx/0x466c2aed55e6ba631155c44b8d356a523fdb8d5231e772e8c821a3175a2a4fa6,QmYN8domxLuXHeR18AtkBQDqfPsULzYaPYGCPXhTCBRfHH,account_1,2026-06-26T08:19:44
baseline_20260626_123903,baseline,1,8,GLOBAL,round_8_global_metrics,success,0x466c2aed55e6ba631155c44b8d356a523fdb8d5231e772e8c821a3175a2a4fa6,https://basescan.org/tx/0x466c2aed55e6ba631155c44b8d356a523fdb8d5231e772e8c821a3175a2a4fa6,QmXB7GraP4SVeLyTpz9pKLZudw8v11RBiEWop7uMd6TZ3P,account_1,2026-06-26T08:19:47
baseline_20260626_123903,baseline,1,9,LOCAL,round_9_local,success,0x52f7670c0634c6ed4fb7a812709342b2d4660560fa1d913125db10ab30d210f4,https://basescan.org/tx/0x52f7670c0634c6ed4fb7a812709342b2d4660560fa1d913125db10ab30d210f4,QmNQNArgh6XGVnDApZT743SJom7i9osTYtir68km5zJ6jp,account_1,2026-06-26T08:23:37
baseline_20260626_123903,baseline,1,9,VOTE,round_9_votes,success,0xf4d07a2163ec92b2147ec224db3410acac678542acb978dbf49eb873c02f5e83,https://basescan.org/tx/0xf4d07a2163ec92b2147ec224db3410acac678542acb978dbf49eb873c02f5e83,Qmda6iNpxNpJmYgcbNvP2b4SAtbExCQnFbbWr4HJD6avXQ,account_1,2026-06-26T08:23:40
baseline_20260626_123903,baseline,1,9,GLOBAL,round_9_global_model,success,0xa0b194437b9035063c89b5a45fafad6263fddd5c77c73aaffb2335029fc88558,https://basescan.org/tx/0xa0b194437b9035063c89b5a45fafad6263fddd5c77c73aaffb2335029fc88558,QmeeUqR9wbUhPPbxaUKoa8kkBzT3GWfsF4zEA9MKg3FJhN,account_1,2026-06-26T08:24:46
baseline_20260626_123903,baseline,1,9,GLOBAL,round_9_global_metrics,success,0xa0b194437b9035063c89b5a45fafad6263fddd5c77c73aaffb2335029fc88558,https://basescan.org/tx/0xa0b194437b9035063c89b5a45fafad6263fddd5c77c73aaffb2335029fc88558,QmaWy7FbqKsp8WBfZTpTxm6cF6gHg2hoVVUpVj6Bz8KiCN,account_1,2026-06-26T08:24:47
baseline_20260626_123903,baseline,1,10,LOCAL,round_10_local,success,0xc5729dd631ee40fafbc947b21a42ee0515ad1cb945140fdf0fd8cbd601dd7953,https://basescan.org/tx/0xc5729dd631ee40fafbc947b21a42ee0515ad1cb945140fdf0fd8cbd601dd7953,Qmap4Z7i3aEJW3CQzm8uTkPfHgAz6ynACbMZfzQuvRWFNm,account_1,2026-06-26T08:28:42
baseline_20260626_123903,baseline,1,10,VOTE,round_10_votes,success,0x4721e42e9a3657ca284639563510de295ea7efe1ca039c5c85047a51c3be3d80,https://basescan.org/tx/0x4721e42e9a3657ca284639563510de295ea7efe1ca039c5c85047a51c3be3d80,QmQK8Zmm6EoHpuxX5hMafahXzMAw1F9a8CUi8hE8rXupUp,account_1,2026-06-26T08:28:45
baseline_20260626_123903,baseline,1,10,GLOBAL,round_10_global_model,success,0x77949574b88903ce8e342f761e6deee6e3f7720b8e1b1ec135a6b348d9979dc8,https://basescan.org/tx/0x77949574b88903ce8e342f761e6deee6e3f7720b8e1b1ec135a6b348d9979dc8,QmcSDHffpanR7rZE4XM7oymu4S5jZDt8btpid1K1nT6c9f,account_1,2026-06-26T08:29:50
baseline_20260626_123903,baseline,1,10,GLOBAL,round_10_global_metrics,success,0x77949574b88903ce8e342f761e6deee6e3f7720b8e1b1ec135a6b348d9979dc8,https://basescan.org/tx/0x77949574b88903ce8e342f761e6deee6e3f7720b8e1b1ec135a6b348d9979dc8,QmeAm9vodUs9cr8J1s6kNGLpYDg4xmMbfRmareR8boN2TA,account_1,2026-06-26T08:29:52
optimized_20260626_133019,optimized,1,0,GLOBAL,round_0_global_model,success,0x706c99bb6be571783525267d0741f1d8c6eb19b65f4050706b91ac44e4e2c372,https://basescan.org/tx/0x706c99bb6be571783525267d0741f1d8c6eb19b65f4050706b91ac44e4e2c372,QmbpcqRTNCjhBAtjnRP959MemsTfSFhN6xrsFzMtdDXm8D,account_1,2026-06-26T08:30:40
optimized_20260626_133019,optimized,1,0,GLOBAL,round_0_global_metrics,success,0x706c99bb6be571783525267d0741f1d8c6eb19b65f4050706b91ac44e4e2c372,https://basescan.org/tx/0x706c99bb6be571783525267d0741f1d8c6eb19b65f4050706b91ac44e4e2c372,QmepjQiBhGLqatY42RrKr4wMq98tEyMLdq3QWVQWQ9sdUx,account_1,2026-06-26T08:30:43
optimized_20260626_133019,optimized,1,1,LOCAL,round_1_local,success,0x93c0952b95be03bf4c87eafca673852d6d40f9f6af4fd8e54823be5e0b259c64,https://basescan.org/tx/0x93c0952b95be03bf4c87eafca673852d6d40f9f6af4fd8e54823be5e0b259c64,QmRmAyWCTW6QP5C9KbET2A6qU1w6bxq8cppPdMee1AHrUF,account_1,2026-06-26T08:34:30
optimized_20260626_133019,optimized,1,1,VOTE,round_1_votes,success,0xe0f9f35b1fcf5e1b0dce17056ce1a479fd4516e9480017c6b760644fbd559de8,https://basescan.org/tx/0xe0f9f35b1fcf5e1b0dce17056ce1a479fd4516e9480017c6b760644fbd559de8,QmYeQ8cEubvhWmfkew1KaeH2TnG4L8vBtKDxxj36HRvCH5,account_1,2026-06-26T08:34:30
optimized_20260626_133019,optimized,1,1,GLOBAL,round_1_global_model,success,0x18b94c19f447c03650bd732e0663e7a6019fe2a1668df39be92eba56b1aef9f0,https://basescan.org/tx/0x18b94c19f447c03650bd732e0663e7a6019fe2a1668df39be92eba56b1aef9f0,QmWPFjNmApBpqkYbycLUHMPJMqNzLoSFLgiEu1PwcxVphN,account_1,2026-06-26T08:35:26
optimized_20260626_133019,optimized,1,1,GLOBAL,round_1_global_metrics,success,0x18b94c19f447c03650bd732e0663e7a6019fe2a1668df39be92eba56b1aef9f0,https://basescan.org/tx/0x18b94c19f447c03650bd732e0663e7a6019fe2a1668df39be92eba56b1aef9f0,QmYKrEC7dwyYhJAr1eMw6ACfUrcGRVsma67UZAR3d8vuxC,account_1,2026-06-26T08:35:28
optimized_20260626_133019,optimized,1,2,LOCAL,round_2_local,success,0xb6e9e7b2f028eabcec9e82ad2a64ed4a2512e664a89b8c5fdf779382dbbf55ec,https://basescan.org/tx/0xb6e9e7b2f028eabcec9e82ad2a64ed4a2512e664a89b8c5fdf779382dbbf55ec,QmW7Mzj3ur1UWc4rxYHdPyBJpzRV2vnvFcw3wbtcKFcjKL,account_1,2026-06-26T08:39:20
optimized_20260626_133019,optimized,1,2,VOTE,round_2_votes,success,0x4d559e0f1df966ed06e9b6fd081544c5fafab44689c332b35731076984612088,https://basescan.org/tx/0x4d559e0f1df966ed06e9b6fd081544c5fafab44689c332b35731076984612088,Qmcr5T6PrCcaxaYBuSruJ9E8YYznEVahXFfs1iNWfv2jaP,account_1,2026-06-26T08:39:20
optimized_20260626_133019,optimized,1,2,GLOBAL,round_2_global_model,success,0x168a7097435a87727e6f79346f85a1730a8ffb667fcadb5e2890458fec0d68c7,https://basescan.org/tx/0x168a7097435a87727e6f79346f85a1730a8ffb667fcadb5e2890458fec0d68c7,QmR91ZZwRfwo1MHjnDqBbBgVJkdXWSZNmar4HryBmoSESz,account_1,2026-06-26T08:40:26
optimized_20260626_133019,optimized,1,2,GLOBAL,round_2_global_metrics,success,0x168a7097435a87727e6f79346f85a1730a8ffb667fcadb5e2890458fec0d68c7,https://basescan.org/tx/0x168a7097435a87727e6f79346f85a1730a8ffb667fcadb5e2890458fec0d68c7,QmSNvzPy3g7yAfsTyZjbSRG4Y71j83QUqoL3GVBQRmhQeR,account_1,2026-06-26T08:40:28
optimized_20260626_133019,optimized,1,3,LOCAL,round_3_local,success,0x90b4f1fa397191b5c4785b33d5f9fd5625e4c50e9b0718a5210f9023cb0b8c47,https://basescan.org/tx/0x90b4f1fa397191b5c4785b33d5f9fd5625e4c50e9b0718a5210f9023cb0b8c47,Qmb9RzNm6A463f4JiZeGkRPqmae59hxY9izVpr7Ypf8heu,account_1,2026-06-26T08:44:22
optimized_20260626_133019,optimized,1,3,VOTE,round_3_votes,success,0x4ccd354a6566981e340cf89baae512b93d4117236b5922fcfd6a50e7839a2c29,https://basescan.org/tx/0x4ccd354a6566981e340cf89baae512b93d4117236b5922fcfd6a50e7839a2c29,QmcBn1bUX1KdCPoUwWbDe3ETJ4xRzAKQw4cH3WGXvtKXZi,account_1,2026-06-26T08:44:21
optimized_20260626_133019,optimized,1,3,GLOBAL,round_3_global_model,success,0x615cbcddb2cd93b51c610d97d5ed3a3b4e29345a055b97ca053e209666925d41,https://basescan.org/tx/0x615cbcddb2cd93b51c610d97d5ed3a3b4e29345a055b97ca053e209666925d41,QmY71XeCejmkTkDeZ6fEAiAwKx1ubYijxexPoVYXFVDisH,account_1,2026-06-26T08:45:16
optimized_20260626_133019,optimized,1,3,GLOBAL,round_3_global_metrics,success,0x615cbcddb2cd93b51c610d97d5ed3a3b4e29345a055b97ca053e209666925d41,https://basescan.org/tx/0x615cbcddb2cd93b51c610d97d5ed3a3b4e29345a055b97ca053e209666925d41,QmdUWQEL5otL2g8Mp6mzJwR5izGtnWMqa8f7iP1Dikrxk3,account_1,2026-06-26T08:45:17
optimized_20260626_133019,optimized,1,4,LOCAL,round_4_local,success,0x6d7f45035d67b548504b6ac7b2ce7d50d0b61e50e860cc1a12255b7326a12ced,https://basescan.org/tx/0x6d7f45035d67b548504b6ac7b2ce7d50d0b61e50e860cc1a12255b7326a12ced,QmcU9bKUBnEY2qmbfn8zSz3UxsU9zLruz1BLHz55tDfFbC,account_1,2026-06-26T08:49:02
optimized_20260626_133019,optimized,1,4,VOTE,round_4_votes,success,0x532351cc00ae42b72323a86291063fa90bd08ea5326113b8c79bb0deeaf6f555,https://basescan.org/tx/0x532351cc00ae42b72323a86291063fa90bd08ea5326113b8c79bb0deeaf6f555,QmfPPQQ8b3jz8g2W664Gmf38VuAa5m9MM9VzLXMEaM4Civ,account_1,2026-06-26T08:49:02
optimized_20260626_133019,optimized,1,4,GLOBAL,round_4_global_model,success,0x6915d229ae921947e220746252085aa75ca1259c7a9bb7a1136f7d0d99ffd9ab,https://basescan.org/tx/0x6915d229ae921947e220746252085aa75ca1259c7a9bb7a1136f7d0d99ffd9ab,QmNnaghUjVpgRUmGp8PEKWKao3Xhtbt2raED1dQ2HFvgYt,account_1,2026-06-26T08:50:00
optimized_20260626_133019,optimized,1,4,GLOBAL,round_4_global_metrics,success,0x6915d229ae921947e220746252085aa75ca1259c7a9bb7a1136f7d0d99ffd9ab,https://basescan.org/tx/0x6915d229ae921947e220746252085aa75ca1259c7a9bb7a1136f7d0d99ffd9ab,QmX3QeeKTC6LmmQUcWpv2wKNKJnC4xbfMiRQ96BC2EJKet,account_1,2026-06-26T08:50:03
optimized_20260626_133019,optimized,1,5,LOCAL,round_5_local,success,0xd648261e03f60eb366a44f133ac2ba5470db84842ee8cc7b72a29989fbbd0eae,https://basescan.org/tx/0xd648261e03f60eb366a44f133ac2ba5470db84842ee8cc7b72a29989fbbd0eae,QmfQnpRTfd7Fk1csqH72cwW9Rk6RaK8SaMuNfeC2YFKBBt,account_1,2026-06-26T08:53:55
optimized_20260626_133019,optimized,1,5,VOTE,round_5_votes,success,0x51db87649acd4e8794fe8dbacde2770de08c78948666236e2e53714c071695d7,https://basescan.org/tx/0x51db87649acd4e8794fe8dbacde2770de08c78948666236e2e53714c071695d7,QmYMw93QWcXD4e4c6Mowu1eyRw2FBhAsyB2K5XnXhPkxKp,account_1,2026-06-26T08:53:55
optimized_20260626_133019,optimized,1,5,GLOBAL,round_5_global_model,success,0xfe1127b97e5a3cc34a6fd0a188cdab1c97b25efaccbf3f81984a49166352ddf3,https://basescan.org/tx/0xfe1127b97e5a3cc34a6fd0a188cdab1c97b25efaccbf3f81984a49166352ddf3,QmX6yEMHGVJePfKEcXyvhm8X9dBKdLgZCUfauZEEo9Qp9Y,account_1,2026-06-26T08:55:21
optimized_20260626_133019,optimized,1,5,GLOBAL,round_5_global_metrics,success,0xfe1127b97e5a3cc34a6fd0a188cdab1c97b25efaccbf3f81984a49166352ddf3,https://basescan.org/tx/0xfe1127b97e5a3cc34a6fd0a188cdab1c97b25efaccbf3f81984a49166352ddf3,Qmbpk9YCBb8qrV9HWZR4GJ5RxX3xARCSkuN8WHWJDiRwwN,account_1,2026-06-26T08:55:22
optimized_20260626_133019,optimized,1,6,LOCAL,round_6_local,success,0xb8ea2d050b8e8f52dce2f6b40805b3f10cf11fe1a4b7f7bd99d28b2923e39fe2,https://basescan.org/tx/0xb8ea2d050b8e8f52dce2f6b40805b3f10cf11fe1a4b7f7bd99d28b2923e39fe2,QmZYjyGxkbEyL8z4Fvss54eawqgPBAwjF36GXr4kgU4oMx,account_1,2026-06-26T08:59:07
optimized_20260626_133019,optimized,1,6,VOTE,round_6_votes,success,0xb2b0a92fe927aee12a44d941551a69786857e2fb450f9b054193ffe32fed4b54,https://basescan.org/tx/0xb2b0a92fe927aee12a44d941551a69786857e2fb450f9b054193ffe32fed4b54,QmUHwwZZbLW8YM1ZBJMyJSkKwouncCvq3YGX5ynudqxDV7,account_1,2026-06-26T08:59:07
optimized_20260626_133019,optimized,1,6,GLOBAL,round_6_global_model,success,0x4293593e23bffadc43638b7521b9025f11f91253501acd98a4315a8186035d3d,https://basescan.org/tx/0x4293593e23bffadc43638b7521b9025f11f91253501acd98a4315a8186035d3d,QmQcm1MB3Aj6PQzNPwTx2bLVjVvM9gPRYvgejY7fmxWjzM,account_1,2026-06-26T09:00:06
optimized_20260626_133019,optimized,1,6,GLOBAL,round_6_global_metrics,success,0x4293593e23bffadc43638b7521b9025f11f91253501acd98a4315a8186035d3d,https://basescan.org/tx/0x4293593e23bffadc43638b7521b9025f11f91253501acd98a4315a8186035d3d,QmehAQ2Ynqzy1LW9moREjmhzgX9nEAjJBWvc2UWb6UTRwb,account_1,2026-06-26T09:00:07
optimized_20260626_133019,optimized,1,7,LOCAL,round_7_local,success,0xbdda00d36ca4d4c2fd60cca4f80dfdb323519e2a865127a2faa1a6e861f159de,https://basescan.org/tx/0xbdda00d36ca4d4c2fd60cca4f80dfdb323519e2a865127a2faa1a6e861f159de,QmUedJWrZSgskHW7CdfomUD5MGHZszD8NYmELVi3nwtjWh,account_1,2026-06-26T09:03:52
optimized_20260626_133019,optimized,1,7,VOTE,round_7_votes,success,0x36e1692956bea001ade5c4ebf1598bbf3de23b9c795e9e34a74a5ed27864d00a,https://basescan.org/tx/0x36e1692956bea001ade5c4ebf1598bbf3de23b9c795e9e34a74a5ed27864d00a,QmQ2NEWyJwzG7EBZZAuyB8AQFSZ9GSvesUXJzbK3ieRBT8,account_1,2026-06-26T09:03:51
