run,variant,pinata_account,fl_round,block_type,expected_pin,pin_status,tx_hash,basescan_url,ipfs_hash,pinata_account_actual,date_pinned
baseline_20260624_184127,baseline,1,3,LOCAL,round_3_local,success,0xa983be00b82361a7f77c1c15f7b7d904a36236a63fa8e6193159ac8a9e9dbe04,https://basescan.org/tx/0xa983be00b82361a7f77c1c15f7b7d904a36236a63fa8e6193159ac8a9e9dbe04,QmUe3k9nCCPLSCSaXWvPcfjhiSpMATHoUgpgSo7CUjTEdM,account_1,2026-06-24T13:56:18
baseline_20260624_184127,baseline,1,3,VOTE,round_3_votes,success,0x1d82e631fe75732e2f834bb865bcada076c88977f2cc90b0a3a8153e312406cd,https://basescan.org/tx/0x1d82e631fe75732e2f834bb865bcada076c88977f2cc90b0a3a8153e312406cd,QmT82cW2JzytERUtfgx5shwT9ZPdQsfBXYQqoGCeKq8seJ,account_1,2026-06-24T13:56:20
baseline_20260624_184127,baseline,1,3,GLOBAL,round_3_global_model,success,0xf19ea4e6c20ed3b83d8b9e6dd1c491e4ee12da4aa6c09c6667c14b0506e1fc6d,https://basescan.org/tx/0xf19ea4e6c20ed3b83d8b9e6dd1c491e4ee12da4aa6c09c6667c14b0506e1fc6d,QmbPgWaXzGTijKfX67SxJG4pPj51M7WofF8QvHcirgjcwc,account_1,2026-06-24T13:57:17
baseline_20260624_184127,baseline,1,3,GLOBAL,round_3_global_metrics,success,0xf19ea4e6c20ed3b83d8b9e6dd1c491e4ee12da4aa6c09c6667c14b0506e1fc6d,https://basescan.org/tx/0xf19ea4e6c20ed3b83d8b9e6dd1c491e4ee12da4aa6c09c6667c14b0506e1fc6d,Qmanevom3pEpgwrjPFZtZSS21pQe7Ksr6UXNaVY63J3AHk,account_1,2026-06-24T13:57:17
baseline_20260624_184127,baseline,1,4,LOCAL,round_4_local,success,0xb17b54f38f74883ed979f79ee486ffc83858aeb75492b5d28ca6dd57b3959641,https://basescan.org/tx/0xb17b54f38f74883ed979f79ee486ffc83858aeb75492b5d28ca6dd57b3959641,QmQHurGFXqa2QHZojxvkzS1h2EK3qHf5iKTzAajdrizSso,account_1,2026-06-24T14:01:11
baseline_20260624_184127,baseline,1,4,VOTE,round_4_votes,success,0x6fad92049b51ac1f1424d65066cb973e2205292d73ad27d52067f3443453e2fc,https://basescan.org/tx/0x6fad92049b51ac1f1424d65066cb973e2205292d73ad27d52067f3443453e2fc,Qmf3tpRSmxxCA8oQtPfZmQkvBp76ABUkW9MJ6WcWzvhuwA,account_1,2026-06-24T14:01:13
baseline_20260624_184127,baseline,1,4,GLOBAL,round_4_global_model,success,0x073a30b0b3b0a58247a46e7e9627e00a4df0fc1358e5e620a3df8550872f20c8,https://basescan.org/tx/0x073a30b0b3b0a58247a46e7e9627e00a4df0fc1358e5e620a3df8550872f20c8,QmUCL7D868RRjNA73LG1vGgBTqNFnMf1p63EAArhc5MPfw,account_1,2026-06-24T14:02:24
baseline_20260624_184127,baseline,1,4,GLOBAL,round_4_global_metrics,success,0x073a30b0b3b0a58247a46e7e9627e00a4df0fc1358e5e620a3df8550872f20c8,https://basescan.org/tx/0x073a30b0b3b0a58247a46e7e9627e00a4df0fc1358e5e620a3df8550872f20c8,QmXCZfv6f2TSGfzFAMANia1hiVKXSNmEUd5mmXB8dJ9NLs,account_1,2026-06-24T14:02:25
baseline_20260624_184127,baseline,1,5,LOCAL,round_5_local,success,0xb1153e5643785aabd2edc956b27356308f0beb2b48f0ac16ded35692ea897808,https://basescan.org/tx/0xb1153e5643785aabd2edc956b27356308f0beb2b48f0ac16ded35692ea897808,QmNT2dGPHQrkjfnyvyPJhSVTtorE92zs4MqZrLpzot2ta5,account_1,2026-06-24T14:06:12
baseline_20260624_184127,baseline,1,5,VOTE,round_5_votes,success,0xdc08d1e70d216fbb0344b8e9e858486328d35ccbfec15996efeddfec59caa70b,https://basescan.org/tx/0xdc08d1e70d216fbb0344b8e9e858486328d35ccbfec15996efeddfec59caa70b,QmSJbNfByZ5w1AdHEsC4e9HszoSpFofiC3MaL4kK6nckqM,account_1,2026-06-24T14:06:14
baseline_20260624_184127,baseline,1,5,GLOBAL,round_5_global_model,success,0x6da051bb5e764fab289597a8c1702022dcc2117a430ff39fb1cd4cd6fc5fa294,https://basescan.org/tx/0x6da051bb5e764fab289597a8c1702022dcc2117a430ff39fb1cd4cd6fc5fa294,Qmc7cugZzzynE7f3E9oC2uN7jLiB94zb3S2BRQhVrGBLQU,account_1,2026-06-24T14:07:25
baseline_20260624_184127,baseline,1,5,GLOBAL,round_5_global_metrics,success,0x6da051bb5e764fab289597a8c1702022dcc2117a430ff39fb1cd4cd6fc5fa294,https://basescan.org/tx/0x6da051bb5e764fab289597a8c1702022dcc2117a430ff39fb1cd4cd6fc5fa294,Qmd3A1MMX8MQsdAxaN2ixWjYUoWxPEXKirWPEtScJbnjbL,account_1,2026-06-24T14:07:27
baseline_20260624_184127,baseline,1,6,LOCAL,round_6_local,success,0x4f215ac28322a4ccbef9b5e16a6dc6d0915ba69f62b00502914ef6fd0ca81e72,https://basescan.org/tx/0x4f215ac28322a4ccbef9b5e16a6dc6d0915ba69f62b00502914ef6fd0ca81e72,QmW5LGkQFgxWFszeepfMxikomUvGud1zRnBBwQADrE7dKP,account_1,2026-06-24T14:11:10
baseline_20260624_184127,baseline,1,6,VOTE,round_6_votes,success,0x8a6c91d25f5c7937459741a9ad262796d7f06f83a32c0fa067235e9e9f1cdad2,https://basescan.org/tx/0x8a6c91d25f5c7937459741a9ad262796d7f06f83a32c0fa067235e9e9f1cdad2,QmcRxXrqqCK59mFu7SfwFH1hiu2W3BfKzLgsrCeFUV2tC8,account_1,2026-06-24T14:11:14
baseline_20260624_184127,baseline,1,6,GLOBAL,round_6_global_model,success,0x40814e7ce95bdc40bbc94eda6ace8c977b2cc50c850eb79505962120b55ff074,https://basescan.org/tx/0x40814e7ce95bdc40bbc94eda6ace8c977b2cc50c850eb79505962120b55ff074,QmYUY1sUJe13E17BqVD1sRUAT7xtoLy6ozYiBK9oqC45pa,account_1,2026-06-24T14:12:15
baseline_20260624_184127,baseline,1,6,GLOBAL,round_6_global_metrics,success,0x40814e7ce95bdc40bbc94eda6ace8c977b2cc50c850eb79505962120b55ff074,https://basescan.org/tx/0x40814e7ce95bdc40bbc94eda6ace8c977b2cc50c850eb79505962120b55ff074,QmVfsbAQ8ukwUMnLAp45VXUUhAzBVDZp6Awq1of26Xb8Wu,account_1,2026-06-24T14:12:17
baseline_20260624_184127,baseline,1,7,LOCAL,round_7_local,success,0xc3ab2a3791f3c427dcba853265ef9fb5f09fc40d5cd4497bfc7dd8ba02834b30,https://basescan.org/tx/0xc3ab2a3791f3c427dcba853265ef9fb5f09fc40d5cd4497bfc7dd8ba02834b30,QmRctgvQ8skAoCWWCtF3vfkvhxfBs917Wk1aYs4jcYxXof,account_1,2026-06-24T14:16:07
baseline_20260624_184127,baseline,1,7,VOTE,round_7_votes,success,0xec538e92aa29a261d2d45e12dea8b2acbb4cfbbbde1f955b56fd6ef0644451a8,https://basescan.org/tx/0xec538e92aa29a261d2d45e12dea8b2acbb4cfbbbde1f955b56fd6ef0644451a8,Qmb6626TSyv61bbf87wDxwFu12bKNzy2rvq6UtXQRTEXxo,account_1,2026-06-24T14:16:10
baseline_20260624_184127,baseline,1,7,GLOBAL,round_7_global_model,success,0x8a4e2862dab9c73b96618c3807a46e46b86ee8d538ca85f16c64998d5c1ea861,https://basescan.org/tx/0x8a4e2862dab9c73b96618c3807a46e46b86ee8d538ca85f16c64998d5c1ea861,QmcsF5Dzysk7Ae2bo46h4LAuXDxMriB4zH41vN1kBaf5VH,account_1,2026-06-24T14:17:22
baseline_20260624_184127,baseline,1,7,GLOBAL,round_7_global_metrics,success,0x8a4e2862dab9c73b96618c3807a46e46b86ee8d538ca85f16c64998d5c1ea861,https://basescan.org/tx/0x8a4e2862dab9c73b96618c3807a46e46b86ee8d538ca85f16c64998d5c1ea861,QmU6mosP1KKVWKBdrERipeUNSJPVChttNby3DiDjnCPoVZ,account_1,2026-06-24T14:17:24
baseline_20260624_184127,baseline,1,8,LOCAL,round_8_local,success,0xb4e6295cd3ec0f0c0c4a172d6068020e923dd0bd0b49bc22a6c31f2dbc1406ac,https://basescan.org/tx/0xb4e6295cd3ec0f0c0c4a172d6068020e923dd0bd0b49bc22a6c31f2dbc1406ac,QmTBBjdgyzbAKJJ1r6GiYpqhFakUm6duXqLrF6y67wJ2Ps,account_1,2026-06-24T14:21:15
baseline_20260624_184127,baseline,1,8,VOTE,round_8_votes,success,0x9cd2a743f7eb00d4d4289afb575e3dd6b130060d0aed401f9bb0dbc1655c65f3,https://basescan.org/tx/0x9cd2a743f7eb00d4d4289afb575e3dd6b130060d0aed401f9bb0dbc1655c65f3,QmSu9Co67QXPnPjiRpNq6tRLkv6rVPr3wXDeV4WTaD79xj,account_1,2026-06-24T14:21:18
baseline_20260624_184127,baseline,1,8,GLOBAL,round_8_global_model,success,0xa1dccd27a5a04061a241495cd0ea4a272b9726c7f7caea20c18f6905b6e4d3a3,https://basescan.org/tx/0xa1dccd27a5a04061a241495cd0ea4a272b9726c7f7caea20c18f6905b6e4d3a3,QmYT1DDXpUWu8ammaMDQyFJjiezPzD2z37gGtQTC9EgJ4k,account_1,2026-06-24T14:22:15
baseline_20260624_184127,baseline,1,8,GLOBAL,round_8_global_metrics,success,0xa1dccd27a5a04061a241495cd0ea4a272b9726c7f7caea20c18f6905b6e4d3a3,https://basescan.org/tx/0xa1dccd27a5a04061a241495cd0ea4a272b9726c7f7caea20c18f6905b6e4d3a3,QmPVQFteTfvGKxvtK2CXcpNfBAvvcff7sffSZyP3DEH8h7,account_1,2026-06-24T14:22:17
baseline_20260624_184127,baseline,1,9,LOCAL,round_9_local,success,0xeda052ae8b71d610c205203d019abdb2be05afc32aa5f4c9eb1eb0346bcf628d,https://basescan.org/tx/0xeda052ae8b71d610c205203d019abdb2be05afc32aa5f4c9eb1eb0346bcf628d,QmedYhUNyuLnRoV7oWd9CEJTrYtPozbmc2SrCQ5bmcuSqC,account_1,2026-06-24T14:26:16
baseline_20260624_184127,baseline,1,9,VOTE,round_9_votes,success,0x5e99eb4123ec413ce6d474aa023d590e6521ccdc4389bd5de82f211146cf743b,https://basescan.org/tx/0x5e99eb4123ec413ce6d474aa023d590e6521ccdc4389bd5de82f211146cf743b,QmXSCiTtiwiHqNvmtvTdhnfwXwaBhrcVzCm5v6Jewm6Y2r,account_1,2026-06-24T14:26:19
baseline_20260624_184127,baseline,1,9,GLOBAL,round_9_global_model,success,0x9af9419bbc3060d484afd6b475b86a9cada43c041ab4481abb8a328d2ba7fd09,https://basescan.org/tx/0x9af9419bbc3060d484afd6b475b86a9cada43c041ab4481abb8a328d2ba7fd09,QmUrw5qtusxrFHx8P9NT1DR8SCCVtNsZNud56NnaXVtrg8,account_1,2026-06-24T14:27:16
baseline_20260624_184127,baseline,1,9,GLOBAL,round_9_global_metrics,success,0x9af9419bbc3060d484afd6b475b86a9cada43c041ab4481abb8a328d2ba7fd09,https://basescan.org/tx/0x9af9419bbc3060d484afd6b475b86a9cada43c041ab4481abb8a328d2ba7fd09,QmV4hxPaKxUVp78aAE7uxUykYv3PPZZnNAatDDs6v6PQat,account_1,2026-06-24T14:27:19
baseline_20260624_184127,baseline,1,10,LOCAL,round_10_local,success,0x982a37c4bc76b64fde25c14a8af70221012e299a3181d5d2457e9b60e467fdb7,https://basescan.org/tx/0x982a37c4bc76b64fde25c14a8af70221012e299a3181d5d2457e9b60e467fdb7,QmYAFoxcAbYZCRHG34uooJqDMZu6mRTkMS3rJPw8QAxvHZ,account_1,2026-06-24T14:31:06
baseline_20260624_184127,baseline,1,10,VOTE,round_10_votes,success,0xc6c3257dae7b6e7ab401e942ca69aca84873306dfb0ee579ae846b3e23cf2051,https://basescan.org/tx/0xc6c3257dae7b6e7ab401e942ca69aca84873306dfb0ee579ae846b3e23cf2051,QmWvdCN5vjRZ16YsoPCQFNFpXx1WASQUAWgkQxFCwJD7HS,account_1,2026-06-24T14:31:10
baseline_20260624_184127,baseline,1,10,GLOBAL,round_10_global_model,success,0x7f7670635449e25a2dd9cb0b53b3f3eb44ea61f7293b7b73d67d30414ca3bc2b,https://basescan.org/tx/0x7f7670635449e25a2dd9cb0b53b3f3eb44ea61f7293b7b73d67d30414ca3bc2b,QmTJ7T3aQSqkjrKV7XgQ3iwxi4imJtJkhZQARaKBPX6DkS,account_1,2026-06-24T14:32:07
baseline_20260624_184127,baseline,1,10,GLOBAL,round_10_global_metrics,success,0x7f7670635449e25a2dd9cb0b53b3f3eb44ea61f7293b7b73d67d30414ca3bc2b,https://basescan.org/tx/0x7f7670635449e25a2dd9cb0b53b3f3eb44ea61f7293b7b73d67d30414ca3bc2b,QmY61gY272VReL1GqhzQMmz93XhMi1A8uyf2p6Xyc3Qcyr,account_1,2026-06-24T14:32:10
optimized_20260624_193237,optimized,1,0,GLOBAL,round_0_global_model,success,0xa2b4b95373646f5ddef961a25a6fd0e5df6eab50c595df18a421ff6dec55b8e7,https://basescan.org/tx/0xa2b4b95373646f5ddef961a25a6fd0e5df6eab50c595df18a421ff6dec55b8e7,QmTQSuEzkeNxBBYk3yVt1QpJWp8KucJGmAKmruY9NkqtcE,account_1,2026-06-24T14:32:56
optimized_20260624_193237,optimized,1,0,GLOBAL,round_0_global_metrics,success,0xa2b4b95373646f5ddef961a25a6fd0e5df6eab50c595df18a421ff6dec55b8e7,https://basescan.org/tx/0xa2b4b95373646f5ddef961a25a6fd0e5df6eab50c595df18a421ff6dec55b8e7,QmV9gyuFL2SPJZGE4QUTfjHQiM5FscAx3NYpYxohM3wk8q,account_1,2026-06-24T14:32:58
optimized_20260624_193237,optimized,1,1,LOCAL,round_1_local,success,0x4bb9c4ce77666c2b6570762702fa31406f0ff23ba159dc8ebac665393c6fd87a,https://basescan.org/tx/0x4bb9c4ce77666c2b6570762702fa31406f0ff23ba159dc8ebac665393c6fd87a,Qmcb6hVa3jD1uEHcWR64c9sfrZtF7PByAKmwQCiqvUgZMF,account_1,2026-06-24T14:36:44
optimized_20260624_193237,optimized,1,1,VOTE,round_1_votes,success,0x920b826735aa3453359147816b842fcd93fbea3016b814971e74f7271ff47a5f,https://basescan.org/tx/0x920b826735aa3453359147816b842fcd93fbea3016b814971e74f7271ff47a5f,Qmb4jw5ifmLnjYBWvYPnPcn3rGBg57DaxawexDXC5d9bUG,account_1,2026-06-24T14:36:43
optimized_20260624_193237,optimized,1,1,GLOBAL,round_1_global_model,success,0xea43a1ca9aae38f3a88c69177b17840bfe48853686bb809f6e7e9afd98a3a019,https://basescan.org/tx/0xea43a1ca9aae38f3a88c69177b17840bfe48853686bb809f6e7e9afd98a3a019,QmfJf4GzmKRPeSEST5sUSBZkkkLFzcs1hyD9g1wTdMp5u5,account_1,2026-06-24T14:37:39
optimized_20260624_193237,optimized,1,1,GLOBAL,round_1_global_metrics,success,0xea43a1ca9aae38f3a88c69177b17840bfe48853686bb809f6e7e9afd98a3a019,https://basescan.org/tx/0xea43a1ca9aae38f3a88c69177b17840bfe48853686bb809f6e7e9afd98a3a019,QmcoU591eN5SPjJ7MVZCfxnkX1L2Qf5iHhrUs1Muz89eeW,account_1,2026-06-24T14:37:40
optimized_20260624_193237,optimized,1,2,LOCAL,round_2_local,success,0x315f9af463555a6e65447faa7f3310e83d4510dea349b550d73fbf3b55dd1536,https://basescan.org/tx/0x315f9af463555a6e65447faa7f3310e83d4510dea349b550d73fbf3b55dd1536,QmeiJxiAUqKdDBHfaMLAKktGpNw9STGoPdDyZ27UL9TkBZ,account_1,2026-06-24T14:41:24
optimized_20260624_193237,optimized,1,2,VOTE,round_2_votes,success,0xf1706a926c44ab4209dac1dc1827230331215c7f1ef16642e52a7d033dc6651f,https://basescan.org/tx/0xf1706a926c44ab4209dac1dc1827230331215c7f1ef16642e52a7d033dc6651f,QmVXRx5C12Deqyzir8xexpM5thp2L4j96B3eGb1KHibPm4,account_1,2026-06-24T14:41:25
optimized_20260624_193237,optimized,1,2,GLOBAL,round_2_global_model,success,0x7b883ee52e33002676f748e6f15236b227b5a9d6f0b0047b24eff54c67eb5607,https://basescan.org/tx/0x7b883ee52e33002676f748e6f15236b227b5a9d6f0b0047b24eff54c67eb5607,QmZLk94W9Lvifz1WmF4DsB7DpFhzKU1s6FD4Tn9xUovpzi,account_1,2026-06-24T14:42:23
optimized_20260624_193237,optimized,1,2,GLOBAL,round_2_global_metrics,success,0x7b883ee52e33002676f748e6f15236b227b5a9d6f0b0047b24eff54c67eb5607,https://basescan.org/tx/0x7b883ee52e33002676f748e6f15236b227b5a9d6f0b0047b24eff54c67eb5607,QmbeVFEV8847LMuZ6Zmi25bRnhDwibo5gUiJyMzxht5SdF,account_1,2026-06-24T14:42:26
optimized_20260624_193237,optimized,1,3,LOCAL,round_3_local,success,0x07a120373f96937de67d1afebeee3b457d5d469512320e7c2621a350b221db67,https://basescan.org/tx/0x07a120373f96937de67d1afebeee3b457d5d469512320e7c2621a350b221db67,QmZWbEq9bex74zHfGqvc6XkdQb8rgxUdP4g1t59xj6wnzX,account_1,2026-06-24T14:46:17
optimized_20260624_193237,optimized,1,3,VOTE,round_3_votes,success,0xf3eef31abfcb846c6c6830d97284bd1ae3778dac618d816ace6588e96496e40a,https://basescan.org/tx/0xf3eef31abfcb846c6c6830d97284bd1ae3778dac618d816ace6588e96496e40a,QmTQ7zZ77YEr6MP3FyVVdvVysrTNXYYecQtxvmwZFjfgTY,account_1,2026-06-24T14:46:17
optimized_20260624_193237,optimized,1,3,GLOBAL,round_3_global_model,success,0xa626f4fb8b5ed1249506ea171074488c8680d2843f878131c02f03b9b6c45d00,https://basescan.org/tx/0xa626f4fb8b5ed1249506ea171074488c8680d2843f878131c02f03b9b6c45d00,QmXrKcoM8YLHjHrCRmByBXfGRP2xDzBgP36KGBX2poQLp8,account_1,2026-06-24T14:47:41
optimized_20260624_193237,optimized,1,3,GLOBAL,round_3_global_metrics,success,0xa626f4fb8b5ed1249506ea171074488c8680d2843f878131c02f03b9b6c45d00,https://basescan.org/tx/0xa626f4fb8b5ed1249506ea171074488c8680d2843f878131c02f03b9b6c45d00,QmQBp7JgfvqZcWfmy4FNGCMFQpA3fvBNdLdkYbBwnhHwm2,account_1,2026-06-24T14:47:43
optimized_20260624_193237,optimized,1,4,LOCAL,round_4_local,success,0x17ef66bfe7fc263b7712fcdc0ada7961f66d366d8b8463398ceddf5ff7b90f06,https://basescan.org/tx/0x17ef66bfe7fc263b7712fcdc0ada7961f66d366d8b8463398ceddf5ff7b90f06,QmR7yEGR2HAAG75Rip1mBsFXMVcPfsPnv48h1E7SQhKuyX,account_1,2026-06-24T14:51:32
optimized_20260624_193237,optimized,1,4,VOTE,round_4_votes,success,0x45b224dae39fcdbc5ad45155ee669fd7426c86e66d1ae36007c495a1e70dc9db,https://basescan.org/tx/0x45b224dae39fcdbc5ad45155ee669fd7426c86e66d1ae36007c495a1e70dc9db,QmVJNVf3A8QkKddKht9HNVDwsW9fBFKP4DBVHQVQAWe6a9,account_1,2026-06-24T14:51:33
optimized_20260624_193237,optimized,1,4,GLOBAL,round_4_global_model,success,0x500e98b15f7487eeadebdf7f32b28459d21f75b5183afcd831754031f5ce3627,https://basescan.org/tx/0x500e98b15f7487eeadebdf7f32b28459d21f75b5183afcd831754031f5ce3627,QmYrAi5QF9e2JPhgJWR3sEZNjL2MA7sfrPvPdv5MtWezH4,account_1,2026-06-24T14:52:50
optimized_20260624_193237,optimized,1,4,GLOBAL,round_4_global_metrics,success,0x500e98b15f7487eeadebdf7f32b28459d21f75b5183afcd831754031f5ce3627,https://basescan.org/tx/0x500e98b15f7487eeadebdf7f32b28459d21f75b5183afcd831754031f5ce3627,QmZaNvWHcj1vc3d9VUEFLEMJnLnYZF4uV2idbXbNrtrr6B,account_1,2026-06-24T14:52:52
optimized_20260624_193237,optimized,1,5,LOCAL,round_5_local,success,0x72449b5595f16b8a417aec37632556cf8a3909cb9c3d60e36653725f6106b4bb,https://basescan.org/tx/0x72449b5595f16b8a417aec37632556cf8a3909cb9c3d60e36653725f6106b4bb,QmeqNYDCnegQcgW1w1JcN4tLTqoXEHscsYVk1YwWgjdoXL,account_1,2026-06-24T14:56:41
optimized_20260624_193237,optimized,1,5,VOTE,round_5_votes,success,0x1df3c6270e6c15d4809a2a53ddd7e75b2ed4fd7a99fd51a40ddd8c741a761b2d,https://basescan.org/tx/0x1df3c6270e6c15d4809a2a53ddd7e75b2ed4fd7a99fd51a40ddd8c741a761b2d,Qmb4t1t8A3nmXmygoLANjpqBYLwYQjfPQ6S6wZS7mHfroh,account_1,2026-06-24T14:56:41
optimized_20260624_193237,optimized,1,5,GLOBAL,round_5_global_model,success,0xd2c49034b8c52236804ee85cff1ae2b529c4b8e9ae5f12108d58672aeb1b6804,https://basescan.org/tx/0xd2c49034b8c52236804ee85cff1ae2b529c4b8e9ae5f12108d58672aeb1b6804,QmTzwcW2FN6H59vNJLvwp4fYoY5LEK8e9UDRMQy13aEG4e,account_1,2026-06-24T14:57:41
optimized_20260624_193237,optimized,1,5,GLOBAL,round_5_global_metrics,success,0xd2c49034b8c52236804ee85cff1ae2b529c4b8e9ae5f12108d58672aeb1b6804,https://basescan.org/tx/0xd2c49034b8c52236804ee85cff1ae2b529c4b8e9ae5f12108d58672aeb1b6804,QmYCj7cCgLv3AkctE2VFjvh3L8AG1ze4C62Dm8M7uLvUwC,account_1,2026-06-24T14:57:44
optimized_20260624_193237,optimized,1,6,LOCAL,round_6_local,success,0xeabf1ac3e126af67ff1da4a50fbf99f292b665d0b4a3d36d4e3393de20b99882,https://basescan.org/tx/0xeabf1ac3e126af67ff1da4a50fbf99f292b665d0b4a3d36d4e3393de20b99882,QmQDNBDwrhnuJ2AuBp2y1DAkKyqCBgqELj4yAVuHxnGnrB,account_1,2026-06-24T15:01:30
optimized_20260624_193237,optimized,1,6,VOTE,round_6_votes,success,0x958205b90d5c39ed8ba851975912f9715788ca895ed94e81bf7b6fd6aa3e29b0,https://basescan.org/tx/0x958205b90d5c39ed8ba851975912f9715788ca895ed94e81bf7b6fd6aa3e29b0,QmfTppEKoohjAzgKWoHdAc4LbSZ1RDBprn2ZiGcUx1bFvj,account_1,2026-06-24T15:01:30
optimized_20260624_193237,optimized,1,6,GLOBAL,round_6_global_model,success,0x25e35ca7694f16cae88c4c0c8c2513a8eaf6dbfbc9e8688d049f72453f46845d,https://basescan.org/tx/0x25e35ca7694f16cae88c4c0c8c2513a8eaf6dbfbc9e8688d049f72453f46845d,Qmbu2kbDydj7oTT7kXj5UFusrUgQgRGdH237dXPtCVVMdE,account_1,2026-06-24T15:02:28
optimized_20260624_193237,optimized,1,6,GLOBAL,round_6_global_metrics,success,0x25e35ca7694f16cae88c4c0c8c2513a8eaf6dbfbc9e8688d049f72453f46845d,https://basescan.org/tx/0x25e35ca7694f16cae88c4c0c8c2513a8eaf6dbfbc9e8688d049f72453f46845d,QmQkLN6jbgeiDAAr2sArbPCxfrv4jXhXQt7qaBzyUwrriw,account_1,2026-06-24T15:02:30
optimized_20260624_193237,optimized,1,7,LOCAL,round_7_local,success,0x027865dd4145b1b5d016b42dbde38f92880ea08e9c63cd1c93baaca9f5556e05,https://basescan.org/tx/0x027865dd4145b1b5d016b42dbde38f92880ea08e9c63cd1c93baaca9f5556e05,QmQ89fdzMRuzAsteLTeopDCYGtGBKf5yDGZfbeYWEmQDHm,account_1,2026-06-24T15:06:16
